user_id,sex,bdate,city
774397287,1,8.7.2000,Unknown
774445946,2,24.5.2000,Unknown
774588789,1,3.9.2009,Unknown
774593816,1,3.4.2009,Unknown
774714459,1,28.10.2009,Unknown
775102899,1,27.6.2002,Unknown
775156033,2,7.12.1989,Unknown
775177363,1,,Unknown
775399121,2,10.10.1999,Unknown
775412304,2,9.6.1984,Unknown
775507524,1,5.1.2006,Unknown
775546837,1,21.2.1995,Unknown
775571358,1,11.9.2009,Unknown
775636652,2,9.6.2000,Unknown
775777604,1,30.5.1991,Unknown
775845457,2,12.2.2006,Unknown
776352208,1,14.9.1992,Unknown
776711989,1,29.7.2000,Unknown
777085869,1,1.6.2006,Unknown
777182918,2,12.2.1991,Unknown
777440469,1,7.3.2010,Иркутск
777601123,2,24.5.2000,Unknown
777687798,2,19.2.1958,Unknown
777796157,2,5.2.2004,Вышний Волочек
778031944,2,8.6.1984,Рязань
778156295,1,11.2,Unknown
778304526,2,21.8.2000,Unknown
778355794,2,10.2.1986,Unknown
778403549,1,1.2.2000,Unknown
778501005,2,28.10.1971,Североморск
778672157,2,,Новая Москва
778752497,2,,Самара
778816885,2,1.8.1999,Unknown
779027804,2,24.6.1986,Unknown
779421585,2,2.2.1973,Unknown
779506575,2,24.9.2005,Unknown
779668154,2,23.1.1978,Unknown
779812129,2,24.12.1988,Волноваха
779854746,2,19.1.1987,Unknown
780092166,1,11.11.2001,Unknown
780200409,1,23.7.2008,Unknown
780298055,1,,Новокузнецк
780354969,2,17.9.2005,Unknown
780413025,1,18.11.1958,Unknown
780447598,2,28.1.2009,Unknown
780449516,1,,Unknown
780456644,2,19.4.1988,Unknown
780547196,2,11.4.1986,Владимир
781355354,1,22.3.2005,Unknown
782008040,1,4.2.2009,Unknown
782201835,2,24.1.2000,Unknown
782325456,1,30.9.2008,Unknown
782440674,1,18.11.1993,Unknown
782642781,2,,Unknown
782650094,2,26.10.1982,Unknown
782724586,2,1.4.1986,Брест
782765178,2,8.11.1992,Краснодар
783044472,2,13.2.2001,Unknown
783522942,2,21.12.1999,Unknown
783631366,2,27.12.1995,Unknown
783637597,2,28.6.1991,Unknown
783739369,2,28.6.1989,Unknown
783894948,2,18.7.2001,Unknown
784104833,2,,Unknown
784149864,1,5.3.2003,Unknown
784193026,2,29.4.1980,Unknown
784210153,2,11.11.2008,Unknown
784507355,1,23.3.1967,Unknown
784507364,2,10.8.1987,Лосино-Петровский
784691161,2,16.10.1992,Unknown
784703180,1,14.3,Unknown
784717414,1,19.5.2010,Unknown
784730098,1,24.5.2008,Unknown
784800230,1,21.9.2004,Unknown
784830008,1,26.10.2006,Unknown
784894933,2,23.10.1991,Unknown
784942638,2,12.6.1973,Unknown
785019184,2,28.6.1990,Миллерово
785074086,1,3.4.2007,Unknown
785250529,2,22.3.2008,Unknown
785265378,2,3.9.2005,Unknown
785398437,2,20.2.2009,Unknown
785528530,2,1.11.1991,Unknown
785721026,2,12.5.1983,Unknown
785809949,2,1.1.1990,Хабаровск
786258144,2,12.8.1975,Unknown
786346773,2,17.1.2003,Unknown
786388636,2,18.8.1986,Unknown
786404177,2,19.2.1981,Unknown
786485427,2,10.12.1993,Unknown
786621579,1,11.2.1989,Unknown
786694386,2,18.8.2004,Unknown
786712908,2,21.9.2008,Unknown
786715715,2,6.12.1994,Unknown
786829413,1,24.3.2000,Unknown
786837960,2,20.11.1991,Unknown
787024473,2,1.3.2008,Unknown
787075464,2,19.11.1985,Unknown
787286695,2,1.1.1988,Unknown
787575850,1,5.9.1999,Новороссийск
787608946,2,7.7.1991,Unknown
787796976,2,1.10.1997,Санкт-Петербург
787844149,2,31.5.1991,Unknown
787898306,2,18.4.1990,Unknown
787948703,2,25.10.1987,Unknown
788009690,1,,Воронеж
788040734,1,17.1,Unknown
788170696,2,3.5.1976,Unknown
788188004,2,27.1.1988,Люберцы
788195149,2,22.6.1980,Санкт-Петербург
788344004,2,14.1.1984,Unknown
788394063,1,29.11.2009,Unknown
788414779,2,28.9.1978,Unknown
788465845,1,25.3.1998,Unknown
788593653,2,13.6.1993,Unknown
788608973,2,17.11.1976,Unknown
788739076,2,,Unknown
789004606,1,31.8.2005,Unknown
789191328,1,23.5,Торез
789431684,1,28.5.1972,Unknown
789468826,2,25.10.1987,Unknown
789496156,2,1.5.1981,Strasbourg
789501674,2,14.9.1989,Тербуны
789720517,1,29.7.2009,Unknown
789787999,2,14.3.1995,Unknown
789816678,2,18.11.1996,Unknown
789936370,2,18.6.1991,Unknown
789979495,2,4.1.2007,Unknown
790071389,2,4.5.2000,Unknown
790148051,2,,Unknown
790155428,1,30.3.1993,Unknown
790249380,1,,Воронеж
790250435,1,1.5.2003,Таганрог
790335381,2,22.9.1991,Unknown
790436528,1,9.4.2000,Unknown
790488561,1,28.7.1993,Волжск
790497288,2,,Alanya
790772076,2,6.1,Кашира
791120040,2,14.1.1989,Unknown
791181742,1,1.7.1978,Барнаул
791801126,2,12.9.1967,Roma
791967757,2,1.9,Елец
791988818,2,20.1.1998,Unknown
792056402,1,13.12.2002,Unknown
792119367,2,3.8.1987,Unknown
792140940,2,4.3.2001,Unknown
792150619,2,20.9.2000,Unknown
792165378,2,,Ташкент
792247057,1,9.3.2010,Unknown
792389230,2,6.3.1971,Unknown
792468706,1,4.7.2005,Unknown
792488397,2,2.3.2009,Unknown
792620750,2,2.1.2006,Unknown
792657838,1,,Unknown
792932751,1,28.4.2010,Unknown
793121222,2,29.2.2004,Unknown
793131280,2,26.4.1985,Unknown
793500193,2,8.6.1988,Unknown
793867267,2,14.2.2000,Unknown
793938782,2,4.11.1986,Петропавловск
794311680,2,25.8.1969,Unknown
794408578,2,,Unknown
794412694,1,5.4.2009,Unknown
794469272,1,27.9.1999,Unknown
794514364,1,19.3,Санкт-Петербург
794552521,2,16.5.1946,Unknown
794711445,2,,Канск
794711780,1,1.8.2000,Unknown
794933118,1,21.2.2002,Unknown
794941928,1,11.4.2000,Unknown
794997998,2,6.7.1983,Unknown
795117929,2,15.4.2008,Unknown
795207735,1,26.12.1995,Минск
795246696,2,,Unknown
795498286,2,3.9.1987,Уфа
795554304,1,29.10.2008,Unknown
795658590,2,19.3.1999,Москва
795744952,2,2.3.2000,Unknown
795999776,2,13.1.1980,Unknown
796338193,2,14.4.1984,Unknown
796399688,2,10.2.1989,Unknown
796408954,1,22.1.2009,Unknown
796410581,2,16.1.2004,Unknown
796888150,2,11.11.2001,Dub Dubaria
796891143,1,23.9.1990,Unknown
796987000,2,29.6.1995,Unknown
797116051,2,1.5.1990,Unknown
797146841,2,19.5.2003,Unknown
797199490,1,20.4.2009,Unknown
797387248,2,11.11.1996,Unknown
797409072,1,29.7.2005,Unknown
797447102,2,2.4.1980,Unknown
797490736,2,3.9.1999,Unknown
797531240,2,,İstanbul
797543680,2,12.11.1996,Unknown
797552278,2,31.12.1983,Unknown
797582607,2,19.4.1982,Россасно
798121450,1,,Unknown
798149757,1,28.5.1919,Unknown
798316270,2,30.11.1983,Unknown
798476265,2,10.7.1986,Челябинск
798578820,1,4.4.2009,Unknown
798712062,1,6.4.2009,Калиновское
799106121,2,,Unknown
799202487,2,17.1.2000,Unknown
799225722,1,8.7.1963,Unknown
799251854,1,4.12.2009,Unknown
799273698,2,9.12.2009,Норильск
799373994,2,,Unknown
799405705,1,2.8.2007,Unknown
799426791,2,29.1.2009,Unknown
799588307,2,6.7.2004,Unknown
799692474,1,28.3.2008,Unknown
799782641,2,15.3.1963,Unknown
799971907,2,4.3.1985,Unknown
799976755,2,17.9,Unknown
800128421,2,12.5.1993,Unknown
800139730,2,,Новосибирск
800341396,2,20.11.1991,Сызрань
800344799,2,8.8.1998,Unknown
800494587,2,28.4.1998,Unknown
800540766,2,30.12.2008,Unknown
800638629,2,11.7.1992,Unknown
800639375,1,12.11.2008,Unknown
800754564,2,25.5.1973,México
800849955,1,11.3.2008,Unknown
801097935,1,10.8.2010,Unknown
801168156,2,1.1.1995,Unknown
801182774,2,22.12.1973,Unknown
801221921,2,17.7.1973,Unknown
801248743,1,11.10.2004,Unknown
801364611,2,15.9.2001,Иркутск
801406916,2,31.3.1994,Unknown
801420114,2,28.1.1991,Unknown
801426174,1,12.6.2000,Екатеринбург
801435692,2,23.6.2007,Unknown
801469302,2,,Unknown
801583803,2,1.2.2000,Unknown
801598405,2,8.8.1996,Unknown
801753075,1,15.3.2009,Unknown
801799208,2,9.12.1999,Unknown
802192742,2,,Unknown
802334465,2,1.7.2007,Unknown
802595630,2,14.7.2007,Unknown
802647334,1,24.4.1967,Unknown
802685081,2,2.4.1994,Пермь
802831918,2,6.6.1999,Unknown
803098381,1,,Unknown
803237651,2,17.11.1971,Unknown
803343859,2,13.3.1980,Unknown
803511379,2,29.6.1986,Unknown
803591904,1,19.6.2010,Unknown
803647566,2,13.2.1959,Unknown
803701080,2,2.1.2000,Unknown
803817362,2,,Курск
804022969,1,15.3.2001,Unknown
804100489,2,5.5.1996,Unknown
804188856,2,,Unknown
804261586,1,,Учкулево
804478098,2,2.10.2000,Unknown
804509071,2,27.7.2006,Unknown
804522165,2,,Unknown
804850430,2,21.3.2006,Unknown
804879538,1,,Unknown
804889103,1,4.9.2006,Unknown
804899054,1,11.11.2005,Unknown
805113678,2,15.11.1969,Distrito Federal
805301537,1,21.9.2005,Unknown
805310873,2,8.1.2001,Unknown
805314313,2,24.3.2007,Unknown
805343317,2,,Москва
805381839,2,1.4.1976,Курск
805487366,2,7.8,Unknown
805596352,1,24.11.2003,Москва
805750604,1,6.4,Unknown
805924525,2,1.4,Москва
806071652,2,29.2.1980,Ростов-на-Дону
806194580,1,27.4,Unknown
806421413,1,,Unknown
806464745,2,26.9.2002,Unknown
806485555,2,2.2.1988,Unknown
806498643,2,9.6.1985,Unknown
806537014,2,1.4.1993,Varese
806551686,1,8.8,Тверь
806558922,2,31.12.1988,Unknown
806598256,2,2.4.1982,Unknown
806634455,2,15.5.1990,Сасово
806646818,2,,Санкт-Петербург
806706293,2,8.4.1994,Уфа
806775570,1,2.2.2008,Unknown
806835473,2,10.12.1993,Gaziantep
806867246,2,,Unknown
807110454,2,17.3.1992,Unknown
807241619,2,23.10.1983,Unknown
807280329,2,9.11.1986,Unknown
807330166,2,9.6.2009,Unknown
807408835,1,,Шипуново
807445707,2,20.4.1995,Unknown
807547499,2,3.5.1990,Unknown
807552912,1,31.1.2010,Unknown
807766990,2,12.6.2001,Unknown
807939831,1,23.4.2000,Unknown
808044392,2,24.5.1998,Unknown
808210780,1,23.2.2000,Unknown
808210800,2,22.2.1998,Unknown
808378555,2,,Unknown
808379194,1,16.6.2009,Unknown
808384651,1,11.4.2007,Unknown
808454708,2,21.4.1980,Unknown
808514850,2,1.1.1901,Санкт-Петербург
808766649,1,25.12.2008,Березники
808838976,2,9.6.1980,Unknown
808845619,2,28.2.2009,Unknown
808981122,2,,Unknown
809003896,2,16.12.1995,Москва
809136775,1,20.6.2009,Unknown
809294426,2,1.8.1981,Unknown
809324839,2,24.2.1994,Unknown
809329307,2,17.6.1987,Санкт-Петербург
809395841,2,3.4.1996,Unknown
809404759,2,6.11.1984,Unknown
809458827,2,12.2.2000,Unknown
809490476,2,24.8.2000,Unknown
809706212,1,9.1.2009,Unknown
809712102,2,,Unknown
809714270,2,,Unknown
809761847,1,25.1,Ростов-на-Дону
809786515,2,6.3.1994,Unknown
809855981,2,29.1,Unknown
809866180,2,25.6.1988,Санкт-Петербург
809896789,2,24.5.1990,Донецк
809918221,2,,Ивацевичи
809920164,2,11.8.1968,Unknown
810527149,1,,Unknown
810594696,1,17.11.2007,Unknown
810654648,2,21.12,Москва
810664548,2,30.6.1984,Unknown
810690411,2,19.11.1987,Unknown
810699614,2,27.8.1989,Unknown
810714377,1,1.5.1998,Unknown
810748604,2,10.6.2008,Unknown
810763174,2,2.7.2005,Unknown
810825475,1,20.2.2002,Алматы
810848348,2,,Москва
811012278,2,9.11.1975,Unknown
811043788,1,19.4.2007,Unknown
811047730,2,1.9.2001,Unknown
811050135,2,31.10.2000,Unknown
811068057,2,,Вурнары
811120451,2,20.10.2000,Unknown
811172945,2,22.10.1997,Unknown
811354077,2,14.4.1983,Unknown
811364567,2,3.7.1987,Unknown
811371583,1,5.4.2000,Unknown
811385359,2,15.7.1997,Unknown
811419091,1,,Unknown
811458340,2,,Щучин
811601561,2,,Богандинский
811812661,2,30.11.1982,Unknown
811847187,2,28.9.2000,Unknown
812279740,2,6.11.1999,Unknown
812320041,2,5.10.2004,Горнозаводск
812482840,2,21.11.1991,Unknown
812539738,1,24.6.2006,Unknown
812620587,2,,Unknown
812796329,2,17.1.1999,Ульяновск
812837737,2,,Ярославль
812875870,2,19.1.1983,Unknown
812925781,1,,Unknown
812959360,2,15.10.1985,Unknown
813013971,2,12.12.1999,Unknown
813064354,2,28.1.1976,Unknown
813160803,1,18.9.1990,Саранск
813326324,2,19.11.1986,Unknown
813461295,2,23.1.2007,Unknown
813482890,2,14.5.1975,Unknown
813508824,2,20.12.1990,Unknown
813632345,2,14.5.2003,Unknown
813727935,1,27.9.2009,Unknown
813759825,1,5.1.2008,Unknown
813809753,2,,Unknown
813847876,2,5.10.1980,Unknown
813901068,1,4.9.1994,Unknown
813906968,2,8.2.2000,Unknown
813964609,2,,München
813967135,2,7.3.1977,Unknown
813998798,2,13.3.1993,Unknown
814003672,1,17.6.1995,Пенза
814022112,2,15.12.2008,Unknown
814089386,2,31.7.1981,Екатеринбург
814124575,2,6.2.1998,Unknown
814126355,1,,Владимир
814128717,2,13.3.2003,Unknown
814170012,1,7.8.2000,Москва
814209606,2,24.4.2000,Chongqing
814248138,1,10.1.1978,State of Kuwait
814262015,2,5.5.1988,Unknown
814271325,2,19.10.1979,Unknown
814293551,1,23.6.1997,Unknown
814307704,1,,Unknown
814363901,2,8.8,Еловая
814365678,2,29.4.1975,Unknown
814382260,2,28.7.1978,Unknown
814390985,2,5.5.1984,Unknown
814394708,2,1.3.1992,Unknown
814457040,1,14.6.2000,Unknown
814467714,2,7.10.2007,Unknown
814469827,2,26.10.1974,Unknown
814470180,2,31.5.1986,Unknown
814476136,1,14.7.2002,Unknown
814513776,2,31.10.1976,Красноярск
814653960,2,4.1.1973,Unknown
814669612,2,21.9.1988,Unknown
814707590,2,24.2.2002,Unknown
814718345,1,,Большой Двор (Большедворское с/п)
814721908,2,23.2.1983,Unknown
814913400,1,12.5.1985,Unknown
814962956,2,3.6.1988,Doha
815005574,2,18.4.1981,Unknown
815070625,1,1.5.1989,Unknown
815092017,2,3.6.1981,Барнаул
815119798,1,20.9.2005,Unknown
815160876,2,1.6.1979,Unknown
815248604,2,26.3.1978,Unknown
815330125,2,,Unknown
815338736,2,9.2.1982,Unknown
815347292,1,,Unknown
815357783,2,20.9.1981,Unknown
815472595,2,23.10.1979,Unknown
815486854,1,17.7,Санкт-Петербург
815668366,1,19.9,Unknown
815688208,2,17.9.1989,Казань
815826350,2,5.4.2008,Unknown
815950226,2,,Красноярск
816081952,2,27.1.1998,Unknown
816091231,2,18.10.2009,Unknown
816105814,2,,Unknown
816122048,1,7.4,Славянск-на-Кубани
816127111,2,11.2.1987,Unknown
816161808,1,10.10.2005,Unknown
816170042,2,24.8.1993,Unknown
816187362,1,5.8.2000,Unknown
816198478,2,1.12.2005,Unknown
816212898,2,11.3,Unknown
816252030,2,15.12.1977,Сочи
816294514,2,10.8.2004,Unknown
816320268,2,1.1.1987,Москва
816392380,1,28.8.2005,Бахчисарай
816426220,2,,Москва
816559905,1,20.10.2007,Unknown
816574838,2,1.1.1996,Unknown
816615876,2,20.6.1999,Unknown
816712094,2,30.10.1996,Russia
816768098,1,6.5.2008,Unknown
816773873,1,23.4,Unknown
816856036,2,19.7.1917,Unknown
816874168,2,12.1.1997,Unknown
816911522,2,1.8.1993,Unknown
816959382,2,,Unknown
816984900,2,,Unknown
817011294,1,19.4.2002,Unknown
817063963,1,,Unknown
817115993,2,1.2.1980,Unknown
817154373,1,20.12.1994,Unknown
817166777,2,17.6.1981,Екатеринбург
817170668,1,17.12.1988,Unknown
817173247,2,27.1.1983,Unknown
817235660,1,8.8.1993,Unknown
817247385,2,4.4.1979,Unknown
817274947,2,28.12.1986,Unknown
817301906,2,14.2.1990,Unknown
817322741,2,8.2.1999,Unknown
817424247,2,1.2.1998,Unknown
817451074,2,28.1.2001,Unknown
817488540,2,2.11.1981,Омск
817503483,1,24.6.2001,Unknown
817608089,2,15.8.1981,Unknown
817609569,2,1.8.1985,Санкт-Петербург
817617130,1,4.2.2008,Unknown
817624687,1,18.8.2000,Unknown
817639293,1,,Чебоксары
817645916,2,21.3.1996,Unknown
817728320,2,6.3.2001,Новосибирск
817778596,1,5.7.2008,Улан-Удэ
817811491,2,10.9.1976,Unknown
817818115,1,,Unknown
817829722,2,30.3.2009,Unknown
817919092,2,31.3.2004,Unknown
817945189,2,4.7.1975,Unknown
817980926,2,21.10.1997,Unknown
818000243,1,31.5.2010,Unknown
818073689,2,29.12.1986,Unknown
818077599,2,,Unknown
818080812,2,15.7.1980,Unknown
818116972,1,14.6.2009,Вологда
818218847,2,28.12.1983,Unknown
818263383,2,20.8.1993,Unknown
818317505,2,17.12.1974,Unknown
818354370,2,9.9.2002,Unknown
818424811,2,19.6.2004,Unknown
818437628,2,14.8.1980,Bangkok
818453594,2,,Unknown
818486320,2,21.3.2008,Unknown
818493826,2,5.1.1999,Unknown
818499205,2,15.8.1984,Херсон
818503981,1,9.3.2010,Москва
818513119,2,3.6.1984,Unknown
818552249,2,20.4.1976,Unknown
818581777,2,5.11.2002,Unknown
818652652,2,18.11.2002,Unknown
818840626,2,6.11.1983,Unknown
818901854,2,1.1.1919,Unknown
818952548,2,6.8.1997,Unknown
818986037,1,27.5.2008,Далматово
819026179,2,12.11.2000,Unknown
819051122,1,9.2.2003,Unknown
819083676,2,10.1.2010,Unknown
819201733,1,,Unknown
819254576,2,5.7.2002,Unknown
819323059,2,15.11.1985,Unknown
819375844,2,10.1.2004,Unknown
819385845,1,23.8.2010,Unknown
819421756,2,2.10.1993,Unknown
819447625,2,4.2.1980,Unknown
819499291,1,28.2.2004,Unknown
819600411,2,11.5.1984,Unknown
819664741,2,1.1.2000,Unknown
819687291,2,,Unknown
819692483,2,18.3,Белгород
819715155,2,5.8.1978,Весьегонск
819742382,2,26.1.1986,Unknown
819768945,1,,Unknown
819808053,2,27.12.1986,Кривой Рог
819820994,2,15.12.1986,Unknown
819851738,2,,Unknown
819888064,2,30.5.2009,Минск
819916488,1,4.11.2005,Los Angeles
819964561,1,28.10.1989,Unknown
820068824,2,20.9.2009,Курган
820212540,1,29.10.1961,Unknown
820275029,1,14.5.1990,Unknown
820278582,2,,Unknown
820294685,1,24.2.2009,Челябинск
820407237,2,25.10.1995,Unknown
820424398,1,26.9.2000,Unknown
820608208,2,31.7.1991,Unknown
820663176,2,19.9,Unknown
820676809,1,12.5.2006,Москва
820716123,2,9.4.1980,Unknown
820807448,1,8.4.1989,Unknown
820819178,2,25.3.2004,Москва
820854824,2,2.3.1988,Unknown
820860032,2,22.7.2000,Unknown
820877739,1,21.11.1996,Unknown
820883002,1,1.2.1995,Unknown
820894356,2,10.3.1958,Unknown
820895617,2,19.4.1975,Unknown
821068243,1,25.2.2002,Unknown
821104261,1,20.9.2000,Unknown
821126246,2,19.5.1980,Unknown
821163307,2,10.9.1989,Unknown
821208372,2,21.8.2003,Unknown
821213799,1,1.9.1922,Unknown
821297587,1,21.4.2000,Unknown
821309100,1,30.6.2004,Unknown
821313754,2,27.8.1979,Ставрополь
821314697,2,28.11.1985,Unknown
821317176,1,7.4.2006,Unknown
821369990,2,2.1.1998,Unknown
821370808,2,9.8.1993,Unknown
821372185,1,29.1.2009,Бишкек
821471403,2,9.8.1991,Unknown
821483411,2,3.3.1981,Unknown
821485195,1,,Unknown
821495375,2,19.10.2000,Unknown
821508068,2,14.3.1992,Unknown
821512136,2,1.1.1991,Unknown
821542669,2,26.5.1973,Unknown
821592378,2,23.2.1988,Unknown
821649702,2,1.1.1990,Unknown
821659050,2,14.3.1992,Unknown
821690701,2,13.6.1980,Unknown
821698623,2,1.1.1988,Unknown
821723290,2,7.7.1977,Unknown
821765431,2,23.3.1981,Unknown
821795620,2,9.9.1990,Unknown
821819733,2,21.6.1935,Тамбов
821881422,2,1.4.1990,Unknown
821903825,2,17.10.2000,Unknown
821937355,2,11.3.1978,Unknown
821966076,2,10.6.2009,Unknown
821969451,1,11.6.2005,Unknown
821986753,2,23.1.1978,Unknown
822008653,1,10.8.2009,Unknown
822034141,2,4.3.1994,Unknown
822156592,1,5.5.1980,Unknown
822212825,2,10.5.1974,Unknown
822234014,2,24.2.1994,Unknown
822272627,2,13.2.1990,Unknown
822284549,2,29.11.1994,Unknown
822358102,2,12.4.1981,Unknown
822373788,2,4.7.1990,Unknown
822410407,2,31.5.1998,Unknown
822437201,2,30.3.1982,Unknown
822486784,2,,Москва
822521100,2,,Unknown
822540785,2,6.9.2000,Самара
822552668,2,,Unknown
822590140,2,22.2,Unknown
822616806,1,14.7.1982,Unknown
822634426,2,11.5.1975,Unknown
822683793,2,20.1.1990,Санкт-Петербург
822688291,2,26.10.1994,Unknown
822747892,2,20.4.1986,Дербент
822775586,1,,Краснодар
822782325,2,25.3.1996,Unknown
822785152,2,31.12.2006,Самара
822818047,2,30.4.1995,Unknown
822851683,2,16.3.1992,Unknown
822882753,1,14.7.2010,Тверь
822890874,1,3.9.1959,Кизляр
822957048,2,20.10.1987,Unknown
823083219,2,13.12.2001,Воронеж
823094779,2,13.6.1987,Unknown
823130015,2,,Unknown
823196009,2,30.9.2000,Unknown
823197917,1,30.5,Unknown
823206119,2,3.5.1973,Unknown
823290480,2,3.9.1996,Unknown
823375419,2,5.3.2002,Unknown
823387639,2,6.4.1978,Unknown
823440491,2,2.4.1992,Unknown
823462629,1,,Нытва
823536185,2,28.12.2005,Unknown
823553657,1,12.8.1994,Unknown
823559455,2,29.10.1992,Unknown
823580521,2,5.2.1997,Unknown
823679502,2,25.8.2000,Unknown
823684277,2,10.2.1990,Unknown
823712756,2,4.5.1983,Unknown
823727942,2,10.9.2004,Unknown
823778931,1,11.11.1998,Unknown
823793868,2,20.11.1997,Unknown
823877778,2,10.12.1992,Unknown
823891309,1,29.5.1982,Unknown
823960770,2,4.4.1981,Омск
823976984,2,,Кемерово
824008427,2,12.5.1991,Unknown
824105654,2,11.3.1998,Unknown
824138094,2,29.5.1991,Unknown
824229044,1,19.1.1969,Unknown
824234714,1,18.12.2002,Ханты-Мансийск
824238768,2,,Unknown
824248306,2,5.9.1995,Unknown
824265208,2,25.1.2005,Unknown
824265254,2,22.7.1985,Новосибирск
824335576,2,20.8.1985,Серпухов
824340821,2,8.1.2005,Unknown
824346032,1,19.9.1987,Unknown
824474049,2,6.9.1986,Unknown
824478009,1,,Unknown
824487210,2,13.9.1994,Unknown
824513030,2,16.10.1970,Unknown
824525113,2,16.6.1971,Unknown
824535277,1,25.7.1995,Unknown
824562750,1,14.5.2005,Unknown
824566909,1,,Unknown
824705218,2,2.11.1993,Unknown
824710071,2,21.3.1975,Unknown
824863987,2,23.2.1997,Unknown
824871133,2,12.10.1995,Unknown
824889026,2,9.9.2008,Unknown
824915924,1,8.8.2009,Unknown
824938253,1,6.5.2007,Москва
825011083,2,25.10.1993,Unknown
825048385,2,29.7.1994,Unknown
825117626,2,22.8.2004,Unknown
825124388,2,28.4.1983,Unknown
825180745,2,31.1.1980,Unknown
825188397,2,29.8.1985,Unknown
825279531,2,4.11.2000,Unknown
825322669,1,9.10.1984,Unknown
825333295,1,12.11.2008,Unknown
825353334,2,1.1.1990,Unknown
825398084,1,22.4.2009,Unknown
825470612,1,6.10.2009,Unknown
825482564,2,,Подольск
825488042,2,15.4.1977,Unknown
825494376,1,,Unknown
825514824,2,12.5.1995,Unknown
825538696,2,22.5.2008,Cali
825546088,2,23.5.2006,Unknown
825580431,1,16.12.1981,Unknown
825616354,2,25.8.1997,Unknown
825644941,2,5.10.2009,Unknown
825646192,2,5.11,Unknown
825684991,2,14.7.2008,Unknown
825721925,2,20.4.1991,Unknown
825751503,2,15.10.1990,Unknown
825752700,1,,Unknown
825929118,2,13.10.2010,Unknown
825944476,1,,Unknown
825979469,2,24.6.1963,Unknown
826032620,1,17.12.2000,Unknown
826069738,2,21.1.1987,Unknown
826077613,2,10.2.1990,Unknown
826122780,2,15.10.1996,Unknown
826156181,2,4.9.1997,Unknown
826197354,2,18.3.1998,Unknown
826245483,2,1.7.1988,Yangzhou
826251496,2,8.12.1991,Москва
826269164,2,7.8.1978,Unknown
826275334,1,18.8.2007,Unknown
826288714,1,,Unknown
826299759,2,18.1.1985,Unknown
826301174,1,1.11.2009,Unknown
826301682,1,22.11.2000,Unknown
826317625,2,19.5.2002,Unknown
826408183,2,22.10.2003,Unknown
826460498,2,31.10.1980,Unknown
826523099,2,,Unknown
826546437,2,9.8.1995,Unknown
826642772,2,2.10.1999,Unknown
826671049,1,3.10.1987,Unknown
826719038,1,25.3.1999,Unknown
826753657,2,11.4.1977,Unknown
826765015,2,7.12.1961,Unknown
826804234,2,16.10.1990,Unknown
826837066,1,29.3.1963,Unknown
826845634,2,20.2.1977,Unknown
826868804,2,24.5.2000,Губаха
826871394,2,8.2.2005,Unknown
827004170,2,9.7.1987,Unknown
827022744,2,19.4.1985,Unknown
827100182,1,27.2.1995,Unknown
827101679,2,11.12.1985,Екатеринбург
827120602,1,16.10.2009,Unknown
827148997,2,8.12.1985,Unknown
827172541,2,1.1.1995,Unknown
827255181,2,,Москва
827257133,1,3.4.1992,Unknown
827263505,2,1.11.2000,Уфа
827271950,1,10.5.1997,Москва
827345231,2,21.3.2009,Unknown
827368374,2,10.10.1998,Unknown
827415982,1,5.11.2004,Unknown
827443395,2,6.7.1986,Unknown
827490757,2,8.8.1988,Unknown
827552212,2,13.5.1979,Unknown
827603508,2,8.5.1995,Unknown
827619410,2,23.9.1995,Unknown
827635727,1,22.9.2005,Unknown
827640411,2,18.7.2003,Unknown
827659015,2,5.1.1996,Unknown
827715943,1,15.12.2005,Unknown
827741304,2,10.2.2005,Unknown
827762765,2,20.10.1988,Unknown
827775032,2,,Unknown
827892197,2,,Unknown
827905636,2,25.12.2008,Unknown
827972794,1,18.1.2009,Unknown
827978598,2,16.5.1986,Unknown
827989046,2,23.1.1990,Кемерово
827991782,2,29.10.1985,Unknown
828081437,1,14.11.2008,Unknown
828134707,1,18.6.1984,Cần Thơ
828137968,1,,Unknown
828145163,1,22.11.2004,Unknown
828174798,2,26.9.2000,Новая Москва
828178486,1,28.8.2008,Unknown
828184018,2,,Unknown
828249916,2,25.4.1985,Unknown
828262767,2,16.5.1993,Unknown
828309691,2,2.10.1989,Майкоп
828335550,2,,Unknown
828341918,2,2.12.1978,Unknown
828365569,2,29.7.2008,Unknown
828368192,2,12.5.1982,Unknown
828376666,2,4.3.1989,Unknown
828510528,2,14.9.1952,Unknown
828516616,2,28.5.1972,Unknown
828566232,2,7.7.1990,Unknown
828572969,1,26.2.1987,Unknown
828636791,2,26.3.1988,Unknown
828693497,2,1.8.1988,Unknown
828811943,2,25.8.1998,Unknown
828835788,2,16.12.1985,Unknown
828903630,2,18.4.2001,Сургут
828903882,2,2.4.2000,Unknown
828914651,2,12.12.1957,Unknown
828996530,2,30.9.1966,Unknown
829013037,2,10.2.1982,Unknown
829023217,2,27.11.1988,Unknown
829105814,2,1.11.1979,Unknown
829126983,2,2.4.2003,Unknown
829175523,2,12.6.1991,Барнаул
829215058,2,15.4.1980,Unknown
829288890,1,20.6.2009,Unknown
829392649,1,15.7.2002,Unknown
829416486,2,28.8.1993,Unknown
829438147,1,14.10.2009,Unknown
829439885,2,18.3.1984,Березники
829458114,2,29.11.1945,Las Vegas
