user_id,sex,bdate,city,age
784717414,Мужской,19.5.2010,Unknown,14.0
784730098,Мужской,24.5.2008,Unknown,16.0
784800230,Мужской,21.9.2004,Unknown,20.0
784830008,Мужской,26.10.2006,Unknown,18.0
784894933,Женский,23.10.1991,Unknown,33.0
784942638,Женский,12.6.1973,Unknown,51.0
785019184,Женский,28.6.1990,Миллерово,34.0
785074086,Мужской,3.4.2007,Unknown,17.0
785250529,Женский,22.3.2008,Unknown,17.0
785265378,Женский,3.9.2005,Unknown,19.0
785398437,Женский,20.2.2009,Unknown,16.0
785528530,Женский,1.11.1991,Unknown,33.0
785721026,Женский,12.5.1983,Unknown,41.0
785809949,Женский,1.1.1990,Хабаровск,35.0
786258144,Женский,12.8.1975,Unknown,49.0
786346773,Женский,17.1.2003,Unknown,22.0
786388636,Женский,18.8.1986,Unknown,38.0
786404177,Женский,19.2.1981,Unknown,44.0
786485427,Женский,10.12.1993,Unknown,31.0
786621579,Мужской,11.2.1989,Unknown,36.0
786694386,Женский,18.8.2004,Unknown,20.0
786712908,Женский,21.9.2008,Unknown,16.0
786715715,Женский,6.12.1994,Unknown,30.0
786829413,Мужской,24.3.2000,Unknown,25.0
786837960,Женский,20.11.1991,Unknown,33.0
787024473,Женский,1.3.2008,Unknown,17.0
787075464,Женский,19.11.1985,Unknown,39.0
787286695,Женский,1.1.1988,Unknown,37.0
787575850,Мужской,5.9.1999,Новороссийск,25.0
787608946,Женский,7.7.1991,Unknown,33.0
787796976,Женский,1.10.1997,Санкт-Петербург,27.0
787844149,Женский,31.5.1991,Unknown,33.0
787898306,Женский,18.4.1990,Unknown,34.0
787948703,Женский,25.10.1987,Unknown,37.0
788009690,Мужской,Неизвестно,Воронеж,
788040734,Мужской,17.1,Unknown,
788170696,Женский,3.5.1976,Unknown,48.0
788188004,Женский,27.1.1988,Люберцы,37.0
788195149,Женский,22.6.1980,Санкт-Петербург,44.0
788344004,Женский,14.1.1984,Unknown,41.0
788394063,Мужской,29.11.2009,Unknown,15.0
788414779,Женский,28.9.1978,Unknown,46.0
788465845,Мужской,25.3.1998,Unknown,26.0
788593653,Женский,13.6.1993,Unknown,31.0
788608973,Женский,17.11.1976,Unknown,48.0
788739076,Женский,Неизвестно,Unknown,
789004606,Мужской,31.8.2005,Unknown,19.0
789191328,Мужской,23.5,Торез,
789431684,Мужской,28.5.1972,Unknown,52.0
789468826,Женский,25.10.1987,Unknown,37.0
789496156,Женский,1.5.1981,Strasbourg,43.0
789501674,Женский,14.9.1989,Тербуны,35.0
789720517,Мужской,29.7.2009,Unknown,15.0
789787999,Женский,14.3.1995,Unknown,30.0
789816678,Женский,18.11.1996,Unknown,28.0
789936370,Женский,18.6.1991,Unknown,33.0
789979495,Женский,4.1.2007,Unknown,18.0
790071389,Женский,4.5.2000,Unknown,24.0
790148051,Женский,Неизвестно,Unknown,
790155428,Мужской,30.3.1993,Unknown,31.0
790249380,Мужской,Неизвестно,Воронеж,
790250435,Мужской,1.5.2003,Таганрог,21.0
790335381,Женский,22.9.1991,Unknown,33.0
790436528,Мужской,9.4.2000,Unknown,24.0
790488561,Мужской,28.7.1993,Волжск,31.0
790497288,Женский,Неизвестно,Alanya,
790772076,Женский,6.1,Кашира,
791120040,Женский,14.1.1989,Unknown,36.0
791181742,Мужской,1.7.1978,Барнаул,46.0
791801126,Женский,12.9.1967,Roma,57.0
791967757,Женский,1.9,Елец,
791988818,Женский,20.1.1998,Unknown,27.0
792056402,Мужской,13.12.2002,Unknown,22.0
792119367,Женский,3.8.1987,Unknown,37.0
792140940,Женский,4.3.2001,Unknown,24.0
792150619,Женский,20.9.2000,Unknown,24.0
792165378,Женский,Неизвестно,Ташкент,
792247057,Мужской,9.3.2010,Unknown,15.0
792389230,Женский,6.3.1971,Unknown,54.0
792468706,Мужской,4.7.2005,Unknown,19.0
792488397,Женский,2.3.2009,Unknown,16.0
792620750,Женский,2.1.2006,Unknown,19.0
792657838,Мужской,Неизвестно,Unknown,
792932751,Мужской,28.4.2010,Unknown,14.0
793121222,Женский,29.2.2004,Unknown,21.0
793131280,Женский,26.4.1985,Unknown,39.0
793500193,Женский,8.6.1988,Unknown,36.0
793867267,Женский,14.2.2000,Unknown,25.0
793938782,Женский,4.11.1986,Петропавловск,38.0
794311680,Женский,25.8.1969,Unknown,55.0
794408578,Женский,Неизвестно,Unknown,
794412694,Мужской,5.4.2009,Unknown,15.0
794469272,Мужской,27.9.1999,Unknown,25.0
794514364,Мужской,19.3,Санкт-Петербург,
794552521,Женский,16.5.1946,Unknown,78.0
794711445,Женский,Неизвестно,Канск,
794711780,Мужской,1.8.2000,Unknown,24.0
794933118,Мужской,21.2.2002,Unknown,23.0
794941928,Мужской,11.4.2000,Unknown,24.0
794997998,Женский,6.7.1983,Unknown,41.0
795117929,Женский,15.4.2008,Unknown,16.0
795207735,Мужской,26.12.1995,Минск,29.0
795246696,Женский,Неизвестно,Unknown,
795498286,Женский,3.9.1987,Уфа,37.0
795554304,Мужской,29.10.2008,Unknown,16.0
795658590,Женский,19.3.1999,Москва,26.0
795744952,Женский,2.3.2000,Unknown,25.0
795999776,Женский,13.1.1980,Unknown,45.0
796338193,Женский,14.4.1984,Unknown,40.0
796399688,Женский,10.2.1989,Unknown,36.0
796408954,Мужской,22.1.2009,Unknown,16.0
796410581,Женский,16.1.2004,Unknown,21.0
796888150,Женский,11.11.2001,Dub Dubaria,23.0
796891143,Мужской,23.9.1990,Unknown,34.0
796987000,Женский,29.6.1995,Unknown,29.0
797116051,Женский,1.5.1990,Unknown,34.0
797146841,Женский,19.5.2003,Unknown,21.0
797199490,Мужской,20.4.2009,Unknown,15.0
797387248,Женский,11.11.1996,Unknown,28.0
797409072,Мужской,29.7.2005,Unknown,19.0
797447102,Женский,2.4.1980,Unknown,44.0
797490736,Женский,3.9.1999,Unknown,25.0
797531240,Женский,Неизвестно,İstanbul,
797543680,Женский,12.11.1996,Unknown,28.0
797552278,Женский,31.12.1983,Unknown,41.0
797582607,Женский,19.4.1982,Россасно,42.0
798121450,Мужской,Неизвестно,Unknown,
798149757,Мужской,28.5.1919,Unknown,105.0
798316270,Женский,30.11.1983,Unknown,41.0
798476265,Женский,10.7.1986,Челябинск,38.0
798578820,Мужской,4.4.2009,Unknown,15.0
798712062,Мужской,6.4.2009,Калиновское,15.0
799106121,Женский,Неизвестно,Unknown,
799202487,Женский,17.1.2000,Unknown,25.0
799225722,Мужской,8.7.1963,Unknown,61.0
799251854,Мужской,4.12.2009,Unknown,15.0
799273698,Женский,9.12.2009,Норильск,15.0
799373994,Женский,Неизвестно,Unknown,
799405705,Мужской,2.8.2007,Unknown,17.0
799426791,Женский,29.1.2009,Unknown,16.0
799588307,Женский,6.7.2004,Unknown,20.0
799692474,Мужской,28.3.2008,Unknown,16.0
799782641,Женский,15.3.1963,Unknown,62.0
799971907,Женский,4.3.1985,Unknown,40.0
799976755,Женский,17.9,Unknown,
800128421,Женский,12.5.1993,Unknown,31.0
800139730,Женский,Неизвестно,Новосибирск,
800341396,Женский,20.11.1991,Сызрань,33.0
800344799,Женский,8.8.1998,Unknown,26.0
800494587,Женский,28.4.1998,Unknown,26.0
800540766,Женский,30.12.2008,Unknown,16.0
800638629,Женский,11.7.1992,Unknown,32.0
800639375,Мужской,12.11.2008,Unknown,16.0
800754564,Женский,25.5.1973,México,51.0
800849955,Мужской,11.3.2008,Unknown,17.0
801097935,Мужской,10.8.2010,Unknown,14.0
801168156,Женский,1.1.1995,Unknown,30.0
801182774,Женский,22.12.1973,Unknown,51.0
801221921,Женский,17.7.1973,Unknown,51.0
801248743,Мужской,11.10.2004,Unknown,20.0
801364611,Женский,15.9.2001,Иркутск,23.0
801406916,Женский,31.3.1994,Unknown,30.0
801420114,Женский,28.1.1991,Unknown,34.0
801426174,Мужской,12.6.2000,Екатеринбург,24.0
801435692,Женский,23.6.2007,Unknown,17.0
801469302,Женский,Неизвестно,Unknown,
801583803,Женский,1.2.2000,Unknown,25.0
801598405,Женский,8.8.1996,Unknown,28.0
801753075,Мужской,15.3.2009,Unknown,16.0
801799208,Женский,9.12.1999,Unknown,25.0
802192742,Женский,Неизвестно,Unknown,
802334465,Женский,1.7.2007,Unknown,17.0
802595630,Женский,14.7.2007,Unknown,17.0
802647334,Мужской,24.4.1967,Unknown,57.0
802685081,Женский,2.4.1994,Пермь,30.0
802831918,Женский,6.6.1999,Unknown,25.0
803098381,Мужской,Неизвестно,Unknown,
803237651,Женский,17.11.1971,Unknown,53.0
803343859,Женский,13.3.1980,Unknown,45.0
803511379,Женский,29.6.1986,Unknown,38.0
803591904,Мужской,19.6.2010,Unknown,14.0
803647566,Женский,13.2.1959,Unknown,66.0
803701080,Женский,2.1.2000,Unknown,25.0
803817362,Женский,Неизвестно,Курск,
804022969,Мужской,15.3.2001,Unknown,24.0
804100489,Женский,5.5.1996,Unknown,28.0
804188856,Женский,Неизвестно,Unknown,
804261586,Мужской,Неизвестно,Учкулево,
804478098,Женский,2.10.2000,Unknown,24.0
804509071,Женский,27.7.2006,Unknown,18.0
804522165,Женский,Неизвестно,Unknown,
804850430,Женский,21.3.2006,Unknown,19.0
804879538,Мужской,Неизвестно,Unknown,
804889103,Мужской,4.9.2006,Unknown,18.0
804899054,Мужской,11.11.2005,Unknown,19.0
805113678,Женский,15.11.1969,Distrito Federal,55.0
805301537,Мужской,21.9.2005,Unknown,19.0
805310873,Женский,8.1.2001,Unknown,24.0
805314313,Женский,24.3.2007,Unknown,18.0
805343317,Женский,Неизвестно,Москва,
805381839,Женский,1.4.1976,Курск,48.0
805487366,Женский,7.8,Unknown,
805596352,Мужской,24.11.2003,Москва,21.0
805750604,Мужской,6.4,Unknown,
805924525,Женский,1.4,Москва,
806071652,Женский,29.2.1980,Ростов-на-Дону,45.0
806194580,Мужской,27.4,Unknown,
806421413,Мужской,Неизвестно,Unknown,
806464745,Женский,26.9.2002,Unknown,22.0
806485555,Женский,2.2.1988,Unknown,37.0
806498643,Женский,9.6.1985,Unknown,39.0
806537014,Женский,1.4.1993,Varese,31.0
806551686,Мужской,8.8,Тверь,
806558922,Женский,31.12.1988,Unknown,36.0
806598256,Женский,2.4.1982,Unknown,42.0
806634455,Женский,15.5.1990,Сасово,34.0
806646818,Женский,Неизвестно,Санкт-Петербург,
806706293,Женский,8.4.1994,Уфа,30.0
806775570,Мужской,2.2.2008,Unknown,17.0
806835473,Женский,10.12.1993,Gaziantep,31.0
806867246,Женский,Неизвестно,Unknown,
807110454,Женский,17.3.1992,Unknown,33.0
807241619,Женский,23.10.1983,Unknown,41.0
807280329,Женский,9.11.1986,Unknown,38.0
807330166,Женский,9.6.2009,Unknown,15.0
807408835,Мужской,Неизвестно,Шипуново,
807445707,Женский,20.4.1995,Unknown,29.0
807547499,Женский,3.5.1990,Unknown,34.0
807552912,Мужской,31.1.2010,Unknown,15.0
807766990,Женский,12.6.2001,Unknown,23.0
807939831,Мужской,23.4.2000,Unknown,24.0
808044392,Женский,24.5.1998,Unknown,26.0
808210780,Мужской,23.2.2000,Unknown,25.0
808210800,Женский,22.2.1998,Unknown,27.0
808378555,Женский,Неизвестно,Unknown,
808379194,Мужской,16.6.2009,Unknown,15.0
808384651,Мужской,11.4.2007,Unknown,17.0
808454708,Женский,21.4.1980,Unknown,44.0
808514850,Женский,1.1.1901,Санкт-Петербург,124.0
808766649,Мужской,25.12.2008,Березники,16.0
808838976,Женский,9.6.1980,Unknown,44.0
808845619,Женский,28.2.2009,Unknown,16.0
808981122,Женский,Неизвестно,Unknown,
809003896,Женский,16.12.1995,Москва,29.0
809136775,Мужской,20.6.2009,Unknown,15.0
809294426,Женский,1.8.1981,Unknown,43.0
809324839,Женский,24.2.1994,Unknown,31.0
809329307,Женский,17.6.1987,Санкт-Петербург,37.0
809395841,Женский,3.4.1996,Unknown,28.0
809404759,Женский,6.11.1984,Unknown,40.0
809458827,Женский,12.2.2000,Unknown,25.0
809490476,Женский,24.8.2000,Unknown,24.0
809706212,Мужской,9.1.2009,Unknown,16.0
809712102,Женский,Неизвестно,Unknown,
809714270,Женский,Неизвестно,Unknown,
809761847,Мужской,25.1,Ростов-на-Дону,
809786515,Женский,6.3.1994,Unknown,31.0
809855981,Женский,29.1,Unknown,
809866180,Женский,25.6.1988,Санкт-Петербург,36.0
809896789,Женский,24.5.1990,Донецк,34.0
809918221,Женский,Неизвестно,Ивацевичи,
809920164,Женский,11.8.1968,Unknown,56.0
810527149,Мужской,Неизвестно,Unknown,
810594696,Мужской,17.11.2007,Unknown,17.0
810654648,Женский,21.12,Москва,
810664548,Женский,30.6.1984,Unknown,40.0
810690411,Женский,19.11.1987,Unknown,37.0
810699614,Женский,27.8.1989,Unknown,35.0
810714377,Мужской,1.5.1998,Unknown,26.0
810748604,Женский,10.6.2008,Unknown,16.0
810763174,Женский,2.7.2005,Unknown,19.0
810825475,Мужской,20.2.2002,Алматы,23.0
810848348,Женский,Неизвестно,Москва,
811012278,Женский,9.11.1975,Unknown,49.0
811043788,Мужской,19.4.2007,Unknown,17.0
811047730,Женский,1.9.2001,Unknown,23.0
811050135,Женский,31.10.2000,Unknown,24.0
811068057,Женский,Неизвестно,Вурнары,
811120451,Женский,20.10.2000,Unknown,24.0
811172945,Женский,22.10.1997,Unknown,27.0
811354077,Женский,14.4.1983,Unknown,41.0
811364567,Женский,3.7.1987,Unknown,37.0
811371583,Мужской,5.4.2000,Unknown,24.0
811385359,Женский,15.7.1997,Unknown,27.0
811419091,Мужской,Неизвестно,Unknown,
811458340,Женский,Неизвестно,Щучин,
811601561,Женский,Неизвестно,Богандинский,
811812661,Женский,30.11.1982,Unknown,42.0
811847187,Женский,28.9.2000,Unknown,24.0
812279740,Женский,6.11.1999,Unknown,25.0
812320041,Женский,5.10.2004,Горнозаводск,20.0
812482840,Женский,21.11.1991,Unknown,33.0
812539738,Мужской,24.6.2006,Unknown,18.0
812620587,Женский,Неизвестно,Unknown,
812796329,Женский,17.1.1999,Ульяновск,26.0
812837737,Женский,Неизвестно,Ярославль,
812875870,Женский,19.1.1983,Unknown,42.0
812925781,Мужской,Неизвестно,Unknown,
812959360,Женский,15.10.1985,Unknown,39.0
813013971,Женский,12.12.1999,Unknown,25.0
813064354,Женский,28.1.1976,Unknown,49.0
813160803,Мужской,18.9.1990,Саранск,34.0
813326324,Женский,19.11.1986,Unknown,38.0
813461295,Женский,23.1.2007,Unknown,18.0
813482890,Женский,14.5.1975,Unknown,49.0
813508824,Женский,20.12.1990,Unknown,34.0
813632345,Женский,14.5.2003,Unknown,21.0
813727935,Мужской,27.9.2009,Unknown,15.0
813759825,Мужской,5.1.2008,Unknown,17.0
813809753,Женский,Неизвестно,Unknown,
813847876,Женский,5.10.1980,Unknown,44.0
813901068,Мужской,4.9.1994,Unknown,30.0
813906968,Женский,8.2.2000,Unknown,25.0
813964609,Женский,Неизвестно,München,
813967135,Женский,7.3.1977,Unknown,48.0
813998798,Женский,13.3.1993,Unknown,32.0
814003672,Мужской,17.6.1995,Пенза,29.0
814022112,Женский,15.12.2008,Unknown,16.0
814089386,Женский,31.7.1981,Екатеринбург,43.0
814124575,Женский,6.2.1998,Unknown,27.0
814126355,Мужской,Неизвестно,Владимир,
814128717,Женский,13.3.2003,Unknown,22.0
814170012,Мужской,7.8.2000,Москва,24.0
814209606,Женский,24.4.2000,Chongqing,24.0
814248138,Мужской,10.1.1978,State of Kuwait,47.0
814262015,Женский,5.5.1988,Unknown,36.0
814271325,Женский,19.10.1979,Unknown,45.0
814293551,Мужской,23.6.1997,Unknown,27.0
814307704,Мужской,Неизвестно,Unknown,
814363901,Женский,8.8,Еловая,
814365678,Женский,29.4.1975,Unknown,49.0
814382260,Женский,28.7.1978,Unknown,46.0
814390985,Женский,5.5.1984,Unknown,40.0
814394708,Женский,1.3.1992,Unknown,33.0
814457040,Мужской,14.6.2000,Unknown,24.0
814467714,Женский,7.10.2007,Unknown,17.0
814469827,Женский,26.10.1974,Unknown,50.0
814470180,Женский,31.5.1986,Unknown,38.0
814476136,Мужской,14.7.2002,Unknown,22.0
814513776,Женский,31.10.1976,Красноярск,48.0
814653960,Женский,4.1.1973,Unknown,52.0
814669612,Женский,21.9.1988,Unknown,36.0
814707590,Женский,24.2.2002,Unknown,23.0
814718345,Мужской,Неизвестно,Большой Двор (Большедворское с/п),
814721908,Женский,23.2.1983,Unknown,42.0
814913400,Мужской,12.5.1985,Unknown,39.0
814962956,Женский,3.6.1988,Doha,36.0
815005574,Женский,18.4.1981,Unknown,43.0
815070625,Мужской,1.5.1989,Unknown,35.0
815092017,Женский,3.6.1981,Барнаул,43.0
815119798,Мужской,20.9.2005,Unknown,19.0
815160876,Женский,1.6.1979,Unknown,45.0
815248604,Женский,26.3.1978,Unknown,46.0
815330125,Женский,Неизвестно,Unknown,
815338736,Женский,9.2.1982,Unknown,43.0
815347292,Мужской,Неизвестно,Unknown,
815357783,Женский,20.9.1981,Unknown,43.0
815472595,Женский,23.10.1979,Unknown,45.0
815486854,Мужской,17.7,Санкт-Петербург,
815668366,Мужской,19.9,Unknown,
815688208,Женский,17.9.1989,Казань,35.0
815826350,Женский,5.4.2008,Unknown,16.0
815950226,Женский,Неизвестно,Красноярск,
816081952,Женский,27.1.1998,Unknown,27.0
816091231,Женский,18.10.2009,Unknown,15.0
816105814,Женский,Неизвестно,Unknown,
816122048,Мужской,7.4,Славянск-на-Кубани,
816127111,Женский,11.2.1987,Unknown,38.0
816161808,Мужской,10.10.2005,Unknown,19.0
816170042,Женский,24.8.1993,Unknown,31.0
816187362,Мужской,5.8.2000,Unknown,24.0
816198478,Женский,1.12.2005,Unknown,19.0
816212898,Женский,11.3,Unknown,
816252030,Женский,15.12.1977,Сочи,47.0
816294514,Женский,10.8.2004,Unknown,20.0
816320268,Женский,1.1.1987,Москва,38.0
816392380,Мужской,28.8.2005,Бахчисарай,19.0
816426220,Женский,Неизвестно,Москва,
816559905,Мужской,20.10.2007,Unknown,17.0
816574838,Женский,1.1.1996,Unknown,29.0
816615876,Женский,20.6.1999,Unknown,25.0
816712094,Женский,30.10.1996,Russia,28.0
816768098,Мужской,6.5.2008,Unknown,16.0
816773873,Мужской,23.4,Unknown,
816856036,Женский,19.7.1917,Unknown,107.0
816874168,Женский,12.1.1997,Unknown,28.0
816911522,Женский,1.8.1993,Unknown,31.0
816959382,Женский,Неизвестно,Unknown,
816984900,Женский,Неизвестно,Unknown,
817011294,Мужской,19.4.2002,Unknown,22.0
817063963,Мужской,Неизвестно,Unknown,
817115993,Женский,1.2.1980,Unknown,45.0
817154373,Мужской,20.12.1994,Unknown,30.0
817166777,Женский,17.6.1981,Екатеринбург,43.0
817170668,Мужской,17.12.1988,Unknown,36.0
817173247,Женский,27.1.1983,Unknown,42.0
817235660,Мужской,8.8.1993,Unknown,31.0
817247385,Женский,4.4.1979,Unknown,45.0
817274947,Женский,28.12.1986,Unknown,38.0
817301906,Женский,14.2.1990,Unknown,35.0
817322741,Женский,8.2.1999,Unknown,26.0
817424247,Женский,1.2.1998,Unknown,27.0
817451074,Женский,28.1.2001,Unknown,24.0
817488540,Женский,2.11.1981,Омск,43.0
817503483,Мужской,24.6.2001,Unknown,23.0
817608089,Женский,15.8.1981,Unknown,43.0
817609569,Женский,1.8.1985,Санкт-Петербург,39.0
817617130,Мужской,4.2.2008,Unknown,17.0
817624687,Мужской,18.8.2000,Unknown,24.0
817639293,Мужской,Неизвестно,Чебоксары,
817645916,Женский,21.3.1996,Unknown,29.0
817728320,Женский,6.3.2001,Новосибирск,24.0
817778596,Мужской,5.7.2008,Улан-Удэ,16.0
817811491,Женский,10.9.1976,Unknown,48.0
817818115,Мужской,Неизвестно,Unknown,
817829722,Женский,30.3.2009,Unknown,15.0
817919092,Женский,31.3.2004,Unknown,20.0
817945189,Женский,4.7.1975,Unknown,49.0
817980926,Женский,21.10.1997,Unknown,27.0
818000243,Мужской,31.5.2010,Unknown,14.0
818073689,Женский,29.12.1986,Unknown,38.0
818077599,Женский,Неизвестно,Unknown,
818080812,Женский,15.7.1980,Unknown,44.0
818116972,Мужской,14.6.2009,Вологда,15.0
818218847,Женский,28.12.1983,Unknown,41.0
818263383,Женский,20.8.1993,Unknown,31.0
818317505,Женский,17.12.1974,Unknown,50.0
818354370,Женский,9.9.2002,Unknown,22.0
818424811,Женский,19.6.2004,Unknown,20.0
818437628,Женский,14.8.1980,Bangkok,44.0
818453594,Женский,Неизвестно,Unknown,
818486320,Женский,21.3.2008,Unknown,17.0
818493826,Женский,5.1.1999,Unknown,26.0
818499205,Женский,15.8.1984,Херсон,40.0
818503981,Мужской,9.3.2010,Москва,15.0
818513119,Женский,3.6.1984,Unknown,40.0
818552249,Женский,20.4.1976,Unknown,48.0
818581777,Женский,5.11.2002,Unknown,22.0
818652652,Женский,18.11.2002,Unknown,22.0
818840626,Женский,6.11.1983,Unknown,41.0
818901854,Женский,1.1.1919,Unknown,106.0
818952548,Женский,6.8.1997,Unknown,27.0
818986037,Мужской,27.5.2008,Далматово,16.0
819026179,Женский,12.11.2000,Unknown,24.0
819051122,Мужской,9.2.2003,Unknown,22.0
819083676,Женский,10.1.2010,Unknown,15.0
819201733,Мужской,Неизвестно,Unknown,
819254576,Женский,5.7.2002,Unknown,22.0
819323059,Женский,15.11.1985,Unknown,39.0
819375844,Женский,10.1.2004,Unknown,21.0
819385845,Мужской,23.8.2010,Unknown,14.0
819421756,Женский,2.10.1993,Unknown,31.0
819447625,Женский,4.2.1980,Unknown,45.0
819499291,Мужской,28.2.2004,Unknown,21.0
819600411,Женский,11.5.1984,Unknown,40.0
819664741,Женский,1.1.2000,Unknown,25.0
819687291,Женский,Неизвестно,Unknown,
819692483,Женский,18.3,Белгород,
819715155,Женский,5.8.1978,Весьегонск,46.0
819742382,Женский,26.1.1986,Unknown,39.0
819768945,Мужской,Неизвестно,Unknown,
819808053,Женский,27.12.1986,Кривой Рог,38.0
819820994,Женский,15.12.1986,Unknown,38.0
819851738,Женский,Неизвестно,Unknown,
819888064,Женский,30.5.2009,Минск,15.0
819916488,Мужской,4.11.2005,Los Angeles,19.0
819964561,Мужской,28.10.1989,Unknown,35.0
820068824,Женский,20.9.2009,Курган,15.0
820212540,Мужской,29.10.1961,Unknown,63.0
820275029,Мужской,14.5.1990,Unknown,34.0
820278582,Женский,Неизвестно,Unknown,
820294685,Мужской,24.2.2009,Челябинск,16.0
820407237,Женский,25.10.1995,Unknown,29.0
820424398,Мужской,26.9.2000,Unknown,24.0
820608208,Женский,31.7.1991,Unknown,33.0
820663176,Женский,19.9,Unknown,
820676809,Мужской,12.5.2006,Москва,18.0
820716123,Женский,9.4.1980,Unknown,44.0
820807448,Мужской,8.4.1989,Unknown,35.0
820819178,Женский,25.3.2004,Москва,20.0
820854824,Женский,2.3.1988,Unknown,37.0
820860032,Женский,22.7.2000,Unknown,24.0
820877739,Мужской,21.11.1996,Unknown,28.0
820883002,Мужской,1.2.1995,Unknown,30.0
820894356,Женский,10.3.1958,Unknown,67.0
820895617,Женский,19.4.1975,Unknown,49.0
821068243,Мужской,25.2.2002,Unknown,23.0
821104261,Мужской,20.9.2000,Unknown,24.0
821126246,Женский,19.5.1980,Unknown,44.0
821163307,Женский,10.9.1989,Unknown,35.0
821208372,Женский,21.8.2003,Unknown,21.0
821213799,Мужской,1.9.1922,Unknown,102.0
821297587,Мужской,21.4.2000,Unknown,24.0
821309100,Мужской,30.6.2004,Unknown,20.0
821313754,Женский,27.8.1979,Ставрополь,45.0
821314697,Женский,28.11.1985,Unknown,39.0
821317176,Мужской,7.4.2006,Unknown,18.0
821369990,Женский,2.1.1998,Unknown,27.0
821370808,Женский,9.8.1993,Unknown,31.0
821372185,Мужской,29.1.2009,Бишкек,16.0
821471403,Женский,9.8.1991,Unknown,33.0
821483411,Женский,3.3.1981,Unknown,44.0
821485195,Мужской,Неизвестно,Unknown,
821495375,Женский,19.10.2000,Unknown,24.0
821508068,Женский,14.3.1992,Unknown,33.0
821512136,Женский,1.1.1991,Unknown,34.0
821542669,Женский,26.5.1973,Unknown,51.0
821592378,Женский,23.2.1988,Unknown,37.0
821649702,Женский,1.1.1990,Unknown,35.0
821659050,Женский,14.3.1992,Unknown,33.0
821690701,Женский,13.6.1980,Unknown,44.0
821698623,Женский,1.1.1988,Unknown,37.0
821723290,Женский,7.7.1977,Unknown,47.0
821765431,Женский,23.3.1981,Unknown,44.0
821795620,Женский,9.9.1990,Unknown,34.0
821819733,Женский,21.6.1935,Тамбов,89.0
821881422,Женский,1.4.1990,Unknown,34.0
821903825,Женский,17.10.2000,Unknown,24.0
821937355,Женский,11.3.1978,Unknown,47.0
821966076,Женский,10.6.2009,Unknown,15.0
821969451,Мужской,11.6.2005,Unknown,19.0
821986753,Женский,23.1.1978,Unknown,47.0
822008653,Мужской,10.8.2009,Unknown,15.0
822034141,Женский,4.3.1994,Unknown,31.0
822156592,Мужской,5.5.1980,Unknown,44.0
822212825,Женский,10.5.1974,Unknown,50.0
822234014,Женский,24.2.1994,Unknown,31.0
822272627,Женский,13.2.1990,Unknown,35.0
822284549,Женский,29.11.1994,Unknown,30.0
822358102,Женский,12.4.1981,Unknown,43.0
822373788,Женский,4.7.1990,Unknown,34.0
822410407,Женский,31.5.1998,Unknown,26.0
822437201,Женский,30.3.1982,Unknown,42.0
822486784,Женский,Неизвестно,Москва,
822521100,Женский,Неизвестно,Unknown,
822540785,Женский,6.9.2000,Самара,24.0
822552668,Женский,Неизвестно,Unknown,
822590140,Женский,22.2,Unknown,
822616806,Мужской,14.7.1982,Unknown,42.0
822634426,Женский,11.5.1975,Unknown,49.0
822683793,Женский,20.1.1990,Санкт-Петербург,35.0
822688291,Женский,26.10.1994,Unknown,30.0
822747892,Женский,20.4.1986,Дербент,38.0
822775586,Мужской,Неизвестно,Краснодар,
822782325,Женский,25.3.1996,Unknown,28.0
822785152,Женский,31.12.2006,Самара,18.0
822818047,Женский,30.4.1995,Unknown,29.0
822851683,Женский,16.3.1992,Unknown,33.0
822882753,Мужской,14.7.2010,Тверь,14.0
822890874,Мужской,3.9.1959,Кизляр,65.0
822957048,Женский,20.10.1987,Unknown,37.0
823083219,Женский,13.12.2001,Воронеж,23.0
823094779,Женский,13.6.1987,Unknown,37.0
823130015,Женский,Неизвестно,Unknown,
823196009,Женский,30.9.2000,Unknown,24.0
823197917,Мужской,30.5,Unknown,
823206119,Женский,3.5.1973,Unknown,51.0
823290480,Женский,3.9.1996,Unknown,28.0
823375419,Женский,5.3.2002,Unknown,23.0
823387639,Женский,6.4.1978,Unknown,46.0
823440491,Женский,2.4.1992,Unknown,32.0
823462629,Мужской,Неизвестно,Нытва,
823536185,Женский,28.12.2005,Unknown,19.0
823553657,Мужской,12.8.1994,Unknown,30.0
823559455,Женский,29.10.1992,Unknown,32.0
823580521,Женский,5.2.1997,Unknown,28.0
823679502,Женский,25.8.2000,Unknown,24.0
823684277,Женский,10.2.1990,Unknown,35.0
823712756,Женский,4.5.1983,Unknown,41.0
823727942,Женский,10.9.2004,Unknown,20.0
823778931,Мужской,11.11.1998,Unknown,26.0
823793868,Женский,20.11.1997,Unknown,27.0
823877778,Женский,10.12.1992,Unknown,32.0
823891309,Мужской,29.5.1982,Unknown,42.0
823960770,Женский,4.4.1981,Омск,43.0
823976984,Женский,Неизвестно,Кемерово,
824008427,Женский,12.5.1991,Unknown,33.0
824105654,Женский,11.3.1998,Unknown,27.0
824138094,Женский,29.5.1991,Unknown,33.0
824229044,Мужской,19.1.1969,Unknown,56.0
824234714,Мужской,18.12.2002,Ханты-Мансийск,22.0
824238768,Женский,Неизвестно,Unknown,
824248306,Женский,5.9.1995,Unknown,29.0
824265208,Женский,25.1.2005,Unknown,20.0
824265254,Женский,22.7.1985,Новосибирск,39.0
